text,label,notes
"New plant guy, i just discovered the wonderful world of Hoya's. As a cat and dog owner I was so disappointed when i found out that Devil's Ivy is highly toxic to them, i was desperate to find something that hangs like this. These plants are just soo fucking cool, especially Burtoniae and Eskimo. They will be the next 2 additions to my place alongside my Parlor Palm, money tree, and bamboo tree. I'll take any and all recommendations",Discussion,
"Infinite onion hack? I have this one green onion that’s been growing like crazy in the glass bottle I keep them in. Should I be planting it something? I’ve never grown veggies, much less indoors lol. Someone tell how to get the infinite onion glitch 🤑",Discussion,
Maranta Silver Band🍃. (Last pic was when I first got her in June),Discussion,
My Streptocarpus Crystal Ice loving life. Never had much luck with indoor plants but I’ve had this for a year and it keeps going from strength to strength.,Discussion,
Syngonium Appreciation Post. How is everyone's Syngonium doing?!,Discussion,
My new little Monstera Mint. Hoping it grows to be big and healthy. Any advice is welcome,Discussion,
Is this BOP too big? Trying to make use of what space I have. Not sure how to manage the size. Plant is over 5 years old.,Discussion,
"Just had to cull my entire collection cause of thrips. After 4 months I lost and I am having the worst day ever. I have no idea where they came from. I think I'll just buy plant seeds from now on and never open a window again 🫠. Any advice how to avoid them in the future, is it safe to start over now?

R.I.P my favorite coleus'",Discussion,
"Are these sansi grow lights worth it?",Discussion,
"FINALLY! My first ever successful soil prop. It's a Passiflora Incarnata, the passion fruit plant that's native to the Maryland/Virginia area.

I've tried so many soil props since I started gardening last year and never got one to root when all my water props rooted well and consistently.

Then what happened this year? My water props stopped rooting!

Still have zero idea why. Same water, same method, same time given, same types of plants. TBF it's pretty much only petunias that stopped rooting. Verbena, purple hearts, and Persian shields still worked, but what I wanted were petunias and the kind I bought neither root nor germinate except for two counterexamples out of dozens of attempts. I knew the cultivar may be reproductively challenged but cutting propagation is not something I ever expected multiple petunia plants to give me trouble with.

Needless to say, my confidence has been totally shot after repeated trials and consistent failures across multiple plants. Even ALL of my passion fruit water props are now brown at the bottom, a few of them being former soil props that began failing immediately and had to be""rescued"".

This one is the only one that stayed green and it's one of only like three that I kept on the pot perimeter for root watch.

Even if it ultimately fails, I FINALLY GOT A CUTTING TO PROPAGATE IN SOIL. I have now seen with my own eyes that this isn't just something that works for other people, lol.",Discussion,
"Been watching my Hoya bella bloom for maybe six years now. Still find it hard to believe they’re real!",Discussion,
"A little over 2 weeks ago, I accidentally broke the top of my Florida Beauty, which is currently propagating in water. I then slapped Keiki Paste everywhere I thought MIGHT be a growing point. 😊",Discussion,
Moss Rose in my Garden. These flowers growing in my little garden please support me if any suggestions.,Discussion,
Money Trees. Other than the lean that I’m working on straightening out. These have gotten huge the past year of ownership!,Discussion,
Humidity bins. So far so good. They are all happy in my humidity bins. These plants were struggling so I tried this. I’m pleased :) any tips? Other plants to add?,Discussion,
"Weird leaf update. So the leaf on my monstera opened and it’s upside down? 🤔Anywho, looks like the new one is coming in and already looking better!",Discussion,
Maranta is blooming 😍. I didn’t even know that they could bloom I was so surprised when I first saw this 😅 isn’t it so cute ? 🥹,Discussion,
Curly spider plant. Some of the leaves are heavily variegated and some are not but check out this baby! How long will it survive?,Discussion,
"Happy Alocasia(s).  Just wanted to post my happy alocasia! I believe that there are 3 plants in this one pot, but I'm not entirely sure. Purchased ~1 month ago at Trader Joe's. I believe she's a platinum/emerald dragon scale. Repotted with fir bark, perlite, and some potting soil. Each plant has put out a leaf. Will this be an issue with competition later on?

Edit: this is my first alocasia that I've owned but have many other plants :)",Discussion,
"Can this plant be split into two? Hey everyone, I got this plant recently, and I know I have to repot, since there’s a root sticking out the bottom (pic #2), but I was wondering if there could be two plants in here? It looks like it at the base (pic #3 & #4) but I’m inexperienced. If yes that’s so exciting, I’d probably get two pots. I’d like to hear the thoughts of more experienced houseplant owners!",Discussion,
"Day 6/30 of meet my Plants! Today my Alocasia Black Velvet gets her time to shine! The dark velvet leafs with those silver veins and soft to the touch really make this plant stand out in my collection. Over the last few days that leaf started to open, and Now!

Do you have a Black Velvet? How do you think mine is looking?

Thanks for any tips in advance
Thank you I truly mean it!!!",Discussion,
"Is this a flower on my Alocasia Dragon Scale? I didn't even know Alocasias could flower, is that really what this is? If so, wow!!!!",Discussion,
"Did my monstera serianna throw me a random unicorn?!",Discussion,
"My Alocasia Silver dragon. The first pic is what my SD looked like when I first brought it home. Then I was probably overwatering. The leaves started falling off. I repotted and mixed in perlite. Now I have one original leaf (which is on its way to being cut out), one new leaf, and a new emerging stem. How did you do with yours?",Discussion,
"Would any plants be able to live on these floating shelves without grow lights? I live in the PNW on the third story of a house with an east facing window, so it gets a decent amount of light in the morning but falls to medium indirect light for the rest of the day. Would any trailing plants be able to love on these shelves, or would I need grow lights?",Discussion,
"New Leaf!!!! I just want to show off this beautiful leaf my monstera gave me!!! Isn't it gorgeous!?

Show me your new leaves, I'd love to see them!",Discussion,
"Croton flower. This has got to be the strangest looking flower I have out of my other houseplants. My first croton, so not sure what other croton flowers look like.",Discussion,
My mom's dracaena is about to hit the (very tall) ceiling. I suspect when I'm next home for Thanksgiving in two months it'll be out of room. Time for a haircut??,Discussion,
Do Marantas Flower?!,Discussion,
"Marble Queen Pothos. Hey guys!

I'm new to the whole plant scene and still learning. Awhile back I picked up a gorgeous little pot of marble queen Pothos. She caught my eye instantly and I was obsessed.

A month passed and she was STRUGGLING. So I pulled her out of her pot to take a look at her roots.

Lo and Behold, my girl was actually four completely separate girls in a tiny pot. No wonder she wasn't growing!

I'm a ✨dirty poor person✨ and don't have a bunch of small pots laying around so they got repotted into old Bonnie and Burpee plant nursery pots 🤣

Anyways here's a few of my pretty ladies leaves! Excuse the browning, my husband put them in direct sun by accident. I'm obsessed with the patterning. They're still small but doing SO much better now.",Discussion,
Flowering Hoya. I’ve had this Hoya for a few years now. It’s finally flowering! This is the first time and I’m very excited!,Discussion,
"house plants, outside the house. Anybody bringing their plants inside soon? Last year I was mentally in a bad place and lost some when they came in, hoping for better “luck” this year",Discussion,
"Bougainvillea ZZ Chameleon? My Bougainvillea started producing these leaves reminiscent of a ZZ Chameleon! Thought I'd share, curious if anyone knows the reasoning. Maybe it's just my plant but they don't usually look or grow like this! Not referring to the Pothos, meant what's under it.",Discussion,
Well this is new!!! Just moved my jungle boogie inside and she got all excited apparently!,Discussion,
"Loving my Vining corner. Monstera cobra, hedera helix gold dust, hedera helix white ripple",Discussion,
"Spider plant with a single long leh. This little guy just has a single long ass stem that's gonna be touching the ground in about 5cm but from what I know aren't spider plants supposed to have multiple of these

It just looks funny",Discussion,
"My calathea flowered. Im just very proud and think theyre beautiful, they seem to open with the sun then die off overnight, but its a really pretty day :)",Discussion,
"Wild-Type Phlebodium aureum(Blue Star Fern) really should be more popular. This is my Wild-Type ""Blue star fern"" that I found as a hitchhiker in an orchid I ordered from Florida. Apparently, the cultivar we see in stores was cultured to favor compact, upright and dense growth, but the wild type doesn't grow like that. You can see I shoved a baby cultivated blue star fern in the pot too but it just hasn't been as vigorous or showy, growing slowly and putting out puny leaves.

My guy has only had about 8 leaves in his life, the first looked like a normal blue star fern leaf, the next got progressively bigger as the rhysome grew. Now I have these monster, dramatic draping leaves.

With how many people love huge leaves plants nowadays and sizing them up, the wild type blue star ferns would be a great addition to ones collection. They just need to be potted in straight sphagnum moss and kept moist, so self watering pots or an orchid pot in a heavy cache pot. They could even be trained to grow up a moss pole too!",Discussion,
"To everyone that commented, here is an update.",Discussion,
"Need help with suggestions. Hello, I'm trying to do a bioactive snake enclosure within the next year or so to prepare I really want to do a red plant theme cage for her. But I am struggling to find red plants that I can use, humidity will be anywhere between 60-100

I already have a red secret Alocasia and am planning on getting a few different red rex begonias as well but I really want more diversity.",Discussion,
"Worst infestation I’ve ever seen. At Rona, and saw this. None of these plants will ever come within 100 meters of my house nuh uh. No wonder there’s a 10% discount on all the plants.",Discussion,
"first monstera! i got this guy as a bundle with some other plants, was super excited about this special (im thinking mint?) variety! i have not cared for a monstera before. right now he is a bit droopy, but doesn’t look any worse than when i got him. currently in a south-facing window in my garage but planning to move him into the house. does anyone have any tips? or want to share their favorite monsteras?",Discussion,
"What’s been your easiest flowering houseplant you’ve owned?",Discussion,
Variegated Chiapense never disappoints. Expresses variegation differently on every leaf,Discussion,
English ivy. I bought her sometime this summer and she’s thriving as a coffee table plant! She’s really growing on me. What is a preppy-ish sort of name that I could give her?,Discussion,
The purple swedish ivy is blooming! ,Discussion,
"Thanksgiving cactus is blooming early! I went to put it in the window the other day and noticed the little purple balls on the end of several leaves and after some research I’ve discovered it’s blooming! Quite a bit early, but I’m not complaining!",Discussion,
Cheese plant baby? I came home from holiday and it seems like my monstera has grown new leaf but from scratch! A pleasant surprise :) is this a completely new plant or part of the original plant?,Discussion,
Stapelia gigantea bloom! Brought her outside for the summer and she seems quite happy! Smells horrid but so beautiful!,Discussion,
"What's your favourite leaf this week? What's your favourite leaf this week?

This is my beautiful painted lady philodendron

Show me your leaf so we can enjoy together 😁",Discussion,
